laptop_time_iso,esp_ms,ax,ay,az,motion,state
2026-03-13T22:37:18.459652,263509,-808,1304,16712,50.20,IDLE
2026-03-13T22:37:18.657983,263709,-892,1356,16808,51.64,IDLE
2026-03-13T22:37:18.757853,263809,-760,1368,16696,63.40,IDLE
2026-03-13T22:37:18.858053,263909,-900,1248,16784,67.33,IDLE
2026-03-13T22:37:18.957652,264009,-824,1304,16708,68.77,IDLE
2026-03-13T22:37:19.057711,264109,-900,1360,16708,57.89,IDLE
2026-03-13T22:37:19.158046,264209,-720,1384,16640,60.87,IDLE
2026-03-13T22:37:19.257800,264309,-804,1212,16768,71.15,IDLE
2026-03-13T22:37:19.357833,264409,-772,1256,16756,60.18,IDLE
2026-03-13T22:37:19.459682,264509,-712,1328,16692,60.31,IDLE
2026-03-13T22:37:19.557732,264609,-828,1240,16672,53.29,IDLE
2026-03-13T22:37:19.657889,264709,-752,1300,16660,45.68,IDLE
2026-03-13T22:37:19.757795,264809,-872,1168,16724,48.23,IDLE
2026-03-13T22:37:19.857719,264909,-716,1420,16764,48.88,IDLE
2026-03-13T22:37:19.957826,265009,-756,1288,16756,43.11,IDLE
2026-03-13T22:37:20.057711,265109,-668,1260,16672,51.47,IDLE
2026-03-13T22:37:20.157827,265209,-744,1320,16668,42.90,IDLE
2026-03-13T22:37:20.257719,265309,-660,1324,16652,38.62,IDLE
2026-03-13T22:37:20.357768,265409,-928,1196,16668,35.09,IDLE
2026-03-13T22:37:20.459703,265509,-764,1408,16688,33.84,IDLE
2026-03-13T22:37:20.557584,265609,-908,1400,16984,81.94,IDLE
2026-03-13T22:37:20.657683,265709,-704,1524,16788,102.12,IDLE
2026-03-13T22:37:20.758037,265809,-1296,1264,16664,103.48,IDLE
2026-03-13T22:37:20.857935,265909,-1052,1120,16928,127.25,IDLE
2026-03-13T22:37:20.957875,266009,-492,1300,16728,142.50,IDLE
2026-03-13T22:37:21.057800,266109,-3332,1972,18616,518.02,IDLE
2026-03-13T22:37:21.157743,266209,208,476,16276,916.19,IDLE
2026-03-13T22:37:21.257686,266309,-908,972,16712,837.78,IDLE
2026-03-13T22:37:21.357945,266409,-1272,1404,17112,768.28,IDLE
2026-03-13T22:37:21.459662,266509,-416,1532,16268,786.82,IDLE
2026-03-13T22:37:21.557714,266609,208,1184,16124,676.97,IDLE
2026-03-13T22:37:21.657510,266709,1452,528,16920,703.01,IDLE
2026-03-13T22:37:21.757726,266809,-108,-520,19232,981.28,IDLE
